OTU ID,MH001P_S18,MH003P_S39,MH005P_S35,MH007P_S7,MH009P_S56,MH011P_S23,MH013P_S36,MH015P_S53,MH017P_S17,MH019P_S28,MH021P_S26,MH023P_S54,MH025P_S24,MH026S_S37,MH027S_S22,MH028SC_S57,MH028S_S13,MH030S_S52,MH031S_S51,MH034P_S33,MH034S_S20,MH035P_S1,MH035S_S11,MH036P_S42,MH036S_S55,MH038P_S15,MH038S_S4,MH039P_S48,MH039S_S9,MH040P_S63,MH040S_S27,MH041S_S38,MH041P_S6,MH047P_S31,MH047S_S46,MH048P_S2,MH048S_S44,MH049P_S41,MH049S_S50,MH050P_S45,MH050S_S32,MH056P_S60,MH056S_S29,MH057P_S47,MH057S_S8,MH058P_S21,MH058S_S34,MH059S_S49,MH060S_S16,MH061S_S59,MH063SR_S62,MH063S_S10
MH18_bOTU_2076,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,1
MH18_bOTU_2021,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0
MH18_bOTU_1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
MH18_bOTU_2452,15,0,3,8,5,3,1,3,0,0,0,4,1,0,0,0,0,0,0,3,0,2,0,3,0,6,0,2,0,11,0,0,5,4,0,1,0,38,0,4,0,1,0,4,0,1,0,0,0,0,0,0
MH18_bOTU_1737,4,0,3,6,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,4,0,8,0,0,0,12,0,0,5,12,0,0,0,30,0,6,0,7,0,1,0,6,0,0,0,0,0,0
MH18_bOTU_2081,13,2,14,7,1,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,9,0,0,2,5,0,2,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2901,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,113,0,11
MH18_bOTU_1856,6,1,2,2,4,6,3,6,16,6,4,2,3,0,0,0,0,0,0,4,0,0,0,5,0,11,0,1,0,4,0,0,1,0,2,0,4,3,26,2,0,0,0,2,1,0,0,0,0,0,0,0
MH18_bOTU_2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,0,23
MH18_bOTU_2105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0
MH18_bOTU_1876,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,70,0,0,41
MH18_bOTU_2236,36,3,3,2,9,5,4,1,0,0,0,0,0,0,5,6,8,0,0,3,0,0,0,2,0,7,0,2,0,4,0,0,0,3,0,6,0,5,0,4,0,6,0,2,0,1,0,0,0,0,0,0
MH18_bOTU_1654,7,0,0,0,3,1,3,2,3,1,2,0,1,11,1,3,3,4,4,1,0,0,0,3,0,7,0,3,0,3,6,8,0,0,2,0,8,4,5,2,2,2,2,0,16,0,4,0,0,0,0,0
MH18_bOTU_1888,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,5,6,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
MH18_bOTU_1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0
MH18_bOTU_4298,5,0,1,2,0,0,0,1,0,1,4,1,1,2,2,1,1,4,7,1,2,3,20,1,15,1,3,0,4,0,9,2,0,0,4,0,2,1,2,1,5,1,4,0,10,0,2,0,1,0,0,0
MH18_bOTU_2067,18,0,1,1,0,2,2,1,0,0,0,0,0,0,18,29,27,0,0,11,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66
MH18_bOTU_2477,7,0,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,6,0,0,1,2,0,11,0,62,0,1,0,0,0,1,0,6,0,0,0,0,0,0
MH18_bOTU_1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,0,0,0
MH18_bOTU_2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,0
MH18_bOTU_2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0
MH18_bOTU_2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,124,0,0
MH18_bOTU_1928,45,2,5,5,9,9,3,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,1,3,0,2,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2285,1,0,1,0,0,0,2,0,0,1,4,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,103,0,0
MH18_bOTU_1750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
MH18_bOTU_1669,6,1,1,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,2,0,5,0,2,0,10,0,0,4,10,0,3,0,43,0,2,0,1,0,4,0,4,0,0,0,0,0,0
MH18_bOTU_2155,6,2,0,0,1,9,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,4,0,5,0,8,0,0,6,13,0,4,0,38,0,2,0,1,0,3,0,11,0,0,0,0,0,0
MH18_bOTU_1985,3,1,0,0,2,0,0,0,0,0,0,0,0,4,20,18,69,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2123,11,1,1,0,3,5,4,3,4,0,0,0,0,0,1,3,6,3,0,11,0,50,0,4,0,2,0,1,0,0,0,5,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_1794,23,2,0,5,4,7,3,1,1,1,0,0,0,0,1,2,0,0,0,5,0,8,0,2,0,1,0,0,0,3,0,0,3,5,0,3,0,32,0,4,0,1,0,1,0,8,0,0,0,0,0,0
MH18_bOTU_2978,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,3,0,0,0,0,0,95,1,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MH18_bOTU_1823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0
MH18_bOTU_2229,15,1,3,10,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,1,0,0,1,3,0,4,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH18_bOTU_2471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0
MH18_bOTU_2338,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,71
MH18_bOTU_2748,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,55,0,62
MH18_bOTU_2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,0,40
MH18_bOTU_2197,7,6,0,3,4,4,3,3,1,3,9,12,6,0,2,0,14,0,1,7,0,0,0,1,0,0,0,3,0,4,2,0,0,1,2,0,0,3,8,2,0,6,3,1,1,3,0,0,0,0,0,0
MH18_bOTU_2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0
MH18_bOTU_1780,9,2,1,5,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,4,0,0,0,6,0,2,0,0,2,3,0,3,0,34,0,1,0,4,0,5,0,8,0,0,0,0,0,0
MH18_bOTU_1869,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0
MH18_bOTU_1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,79,0,0,0,42
MH18_bOTU_1965,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0
MH18_bOTU_2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,0,0,11
MH18_bOTU_1910,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,83,0,28
MH18_bOTU_2128,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,5,2,2,0,10,0,69,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,1,0,0,11,0,0,0,0
MH18_bOTU_2122,10,3,1,1,0,1,0,0,0,0,0,0,1,0,12,19,39,0,0,11,0,0,0,1,0,0,0,3,0,1,8,0,3,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
MH18_bOTU_1850,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,115,0,4
MH18_bOTU_1960,11,4,6,4,1,4,2,3,2,1,0,0,0,0,0,0,0,0,0,2,0,11,0,5,0,2,0,9,0,6,0,0,5,9,0,10,0,11,0,6,0,0,0,4,0,6,0,0,0,0,0,0
MH18_bOTU_1731,0,0,0,0,0,1,0,1,2,1,10,20,6,0,0,0,1,3,10,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,5,0,10,0,8,2,0,1,19,0,7,0,12,0,0,0,0,0
MH18_bOTU_2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,105,6,7,2
MH18_bOTU_2302,1,0,0,0,0,0,0,0,0,0,0,0,0,25,20,6,43,1,0,7,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0
MH18_bOTU_2731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
MH18_bOTU_1821,31,3,2,5,4,6,6,6,0,0,0,1,2,0,7,2,10,0,0,3,0,0,0,7,0,7,0,5,0,0,0,0,1,0,0,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0
MH18_bOTU_2001,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MH18_bOTU_2639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,65,4,0,17
MH18_bOTU_1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,0,0,0
MH18_bOTU_3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,93,6
MH18_bOTU_2186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MH18_bOTU_2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
MH18_bOTU_1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
MH18_bOTU_2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
MH18_bOTU_1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
MH18_bOTU_2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
MH18_bOTU_2399,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103,0,12
MH18_bOTU_2387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0
MH18_bOTU_2696,13,2,1,4,1,5,0,0,3,0,1,0,1,0,11,16,20,0,0,5,0,20,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,2,0,1,2,4,0,0,0,0,0,0
MH18_bOTU_1936,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,107,0,0,0
MH18_bOTU_2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,116,1
MH18_bOTU_2007,7,4,3,2,3,12,5,3,4,5,1,3,1,12,0,0,19,0,2,4,0,0,0,3,0,1,0,4,0,0,0,0,3,4,3,0,1,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_3532,3,2,0,0,1,0,0,0,0,0,0,0,0,20,14,19,43,0,0,12,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_1893,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
MH18_bOTU_2205,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,105,0,0,7
MH18_bOTU_2225,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
MH18_bOTU_1892,24,3,0,2,0,3,0,2,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,4,0,2,0,5,0,7,0,0,0,5,0,0,0,45,0,6,0,1,0,3,0,3,0,0,0,0,0,0
MH18_bOTU_2346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
MH18_bOTU_2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,62,0,7
MH18_bOTU_2201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0
MH18_bOTU_2685,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,78,31
MH18_bOTU_2947,9,3,0,0,1,1,0,0,0,0,0,0,0,8,9,9,39,0,0,3,0,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2349,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,15
MH18_bOTU_2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121,0,0
MH18_bOTU_2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
MH18_bOTU_2584,0,1,0,0,1,2,0,0,2,3,4,12,7,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,76,0,0
MH18_bOTU_3307,7,1,0,3,3,7,1,1,0,0,0,0,0,1,12,12,33,4,0,4,0,15,0,4,0,1,0,0,0,1,0,0,2,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MH18_bOTU_2087,5,1,0,0,1,0,1,0,0,0,0,0,0,1,26,16,44,0,0,10,0,12,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_5321,5,0,0,4,0,0,0,0,0,0,0,0,0,12,14,9,49,1,0,9,0,0,0,0,0,1,0,4,0,1,0,0,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_1752,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
MH18_bOTU_2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121,0,0,0
MH18_bOTU_2069,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
MH18_bOTU_2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0
MH18_bOTU_2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,46
MH18_bOTU_2496,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22,4,0,6,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2567,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,43
MH18_bOTU_5996,19,0,1,2,1,2,5,0,5,2,0,0,1,10,12,9,7,0,0,0,0,4,0,11,0,2,0,4,0,2,0,0,3,3,1,0,0,9,0,1,0,2,0,1,0,2,0,0,0,0,0,0
MH18_bOTU_2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0
MH18_bOTU_1896,13,5,0,4,4,4,5,1,0,1,1,3,0,0,2,0,7,0,0,1,0,0,0,3,0,3,0,7,0,1,1,0,3,4,3,0,0,8,33,1,0,0,0,0,3,0,0,0,0,0,0,0
MH18_bOTU_3366,21,2,2,4,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,8,0,7,0,10,0,0,2,2,0,4,0,11,0,6,0,2,0,3,0,9,0,0,0,0,0,0
MH18_bOTU_1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0
MH18_bOTU_2159,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MH18_bOTU_2733,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,20,7,28,0,25
MH18_bOTU_2998,18,5,2,4,1,3,2,1,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,3,0,2,0,0,0,3,0,0,1,1,0,4,3,52,0,6,0,1,0,0,0,1,0,0,0,0,0,0
MH18_bOTU_2591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,43,31,0,39
MH18_bOTU_2468,1,2,0,0,0,1,1,0,0,1,4,14,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,79,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,2
MH18_bOTU_1834,22,5,5,9,4,2,7,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,3,0,3,0,2,3,4,0,1,0,26,0,4,0,1,0,1,0,7,0,0,0,0,0,0
MH18_bOTU_2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,6,8,2
MH18_bOTU_2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0
MH18_bOTU_2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_bOTU_2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21
MH18_bOTU_1964,19,4,0,6,0,2,1,0,0,0,0,0,0,0,8,11,19,3,0,11,0,22,0,2,0,2,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
MH18_bOTU_2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,112,0,0,0
